claim_type,claim_amount,fraudulent,coverage,deductible,townsize,gender,edcat,job_start_date,retire,income,marital
Wind/Hail,13.622,No,280,3000,"2,500-9,999",Female,Post-undergraduate degree,12/19/00,No,79,Unmarried
Water damage,7.035,No,95,1000,"< 2,500",Female,Some college,1/25/07,No,26,Unmarried
Theft/Vandalism,5.147,No,104,1000,"50,000-249,999",Male,College degree,10/22/05,No,35,Unmarried
Wind/Hail,23.488,No,138,1000,"> 250,000",Male,College degree,6/21/07,No,38,Married
Theft/Vandalism,34.936,No,698,3000,"2,500-9,999",Male,High school degree,10/25/88,Yes,144,Unmarried
Fire/Smoke,97,No,97,3000,"10,000-49,999",Male,High school degree,3/18/05,No,31,Married
Contamination,467.922,Yes,1066,3000,"50,000-249,999",Female,College degree,9/9/05,No,51,Unmarried
Wind/Hail,8.073,No,110,1000,"> 250,000",Female,High school degree,3/17/97,No,56,Married
Wind/Hail,4.863,No,128,500,"50,000-249,999",Male,Did not complete high school,10/16/00,No,38,Married
Fire/Smoke,88.825,No,247,3000,"10,000-49,999",Male,Some college,1/29/79,Yes,23,Unmarried
Contamination,171,No,171,1000,"> 250,000",Female,High school degree,7/19/05,No,21,Unmarried
Fire/Smoke,38.635,No,96,3000,"> 250,000",Female,Did not complete high school,1/19/78,Yes,24,Married
Theft/Vandalism,50.843,No,864,3000,"> 250,000",Male,Some college,9/11/93,No,44,Unmarried
Theft/Vandalism,10.806,No,266,2000,"10,000-49,999",Male,High school degree,9/17/03,No,50,Married
Theft/Vandalism,44.956,No,873,1000,"50,000-249,999",Female,Some college,4/2/06,No,74,Unmarried
Wind/Hail,2.056,No,80,500,"> 250,000",Male,College degree,12/4/08,No,39,Unmarried
Fire/Smoke,45.422,No,122,500,"50,000-249,999",Male,Post-undergraduate degree,5/5/01,No,43,Unmarried
Water damage,18.87375,Yes,154,2000,"2,500-9,999",Male,High school degree,1/23/96,No,54,Married
Fire/Smoke,63.6909,Yes,147,1000,"50,000-249,999",Female,Some college,8/19/06,No,56,Married
Wind/Hail,3.983,No,96,500,"2,500-9,999",Female,Did not complete high school,5/21/05,No,40,Unmarried
Fire/Smoke,16.85,No,64,2000,"50,000-249,999",Female,High school degree,8/26/68,Yes,16,Unmarried
Wind/Hail,12.485,No,246,500,"> 250,000",Male,Post-undergraduate degree,1/10/99,No,102,Unmarried
Water damage,31.663,No,342,2000,"50,000-249,999",Male,Did not complete high school,3/13/81,No,73,Unmarried
Wind/Hail,2.267,No,67,500,"< 2,500",Male,Did not complete high school,2/21/79,Yes,9,Married
Wind/Hail,44.379,No,1080,3000,"> 250,000",Male,High school degree,6/17/86,No,269,Married
Water damage,17.309,No,184,1000,"2,500-9,999",Male,Did not complete high school,4/25/04,No,23,Married
Fire/Smoke,38.05,No,88,3000,"2,500-9,999",Male,Did not complete high school,1/2/93,Yes,20,Unmarried
Theft/Vandalism,9.511,No,169,2000,"10,000-49,999",Male,High school degree,5/1/91,No,127,Unmarried
Theft/Vandalism,7.385,No,130,3000,"2,500-9,999",Female,High school degree,2/15/06,No,36,Unmarried
Theft/Vandalism,35.987,No,1069,2000,"10,000-49,999",Female,College degree,7/21/99,No,193,Unmarried
Contamination,451.494,No,1134,3000,"2,500-9,999",Female,Did not complete high school,3/29/00,No,40,Unmarried
Fire/Smoke,23.249,No,68,3000,"2,500-9,999",Female,Some college,11/16/03,Yes,9,Married
Fire/Smoke,121.297,No,319,1000,"50,000-249,999",Female,Post-undergraduate degree,3/8/01,No,159,Unmarried
Fire/Smoke,465.273,No,1120,3000,"50,000-249,999",Female,Some college,7/12/98,No,59,Unmarried
Fire/Smoke,147.14175,Yes,391,2000,"> 250,000",Male,Some college,2/7/00,No,79,Married
Theft/Vandalism,5.7414,Yes,114,3000,"2,500-9,999",Female,Did not complete high school,11/7/05,No,32,Unmarried
Theft/Vandalism,20.737,No,412,3000,"> 250,000",Male,Post-undergraduate degree,9/11/05,No,65,Unmarried
Water damage,11.279,No,110,1000,"< 2,500",Male,Post-undergraduate degree,4/11/01,No,47,Unmarried
Contamination,77.876,No,172,500,"10,000-49,999",Female,College degree,7/3/02,No,42,Unmarried
Wind/Hail,23.23335,Yes,499,1000,"< 2,500",Male,College degree,2/27/07,No,56,Married
Water damage,7.897,No,59,3000,"2,500-9,999",Female,High school degree,5/7/08,No,20,Married
Theft/Vandalism,53.34,No,1027,3000,"> 250,000",Female,Post-undergraduate degree,3/19/70,Yes,53,Unmarried
Fire/Smoke,249,No,249,2000,"50,000-249,999",Female,High school degree,4/3/86,No,138,Unmarried
Theft/Vandalism,7.021,No,97,3000,"> 250,000",Male,College degree,1/26/08,No,22,Married
Water damage,5.37,No,77,1000,"> 250,000",Male,Some college,1/9/86,Yes,17,Married
Wind/Hail,6.454,No,135,1000,"< 2,500",Female,Some college,3/13/97,No,40,Married
Theft/Vandalism,21.142,No,415,1000,"10,000-49,999",Male,Some college,10/24/94,Yes,37,Married
Theft/Vandalism,9.483,No,122,1000,"> 250,000",Male,Did not complete high school,4/21/95,No,49,Unmarried
Water damage,18.06,No,139,2000,"2,500-9,999",Female,High school degree,5/14/06,No,48,Married
Theft/Vandalism,57.40035,Yes,1094,2000,"< 2,500",Male,Some college,3/5/05,No,36,Unmarried
Wind/Hail,11.278,No,139,2000,"< 2,500",Male,Some college,10/6/88,Yes,19,Married
Water damage,34.974,No,497,3000,"2,500-9,999",Female,Some college,4/18/08,No,33,Unmarried
Water damage,134.103,No,1096,3000,"10,000-49,999",Female,High school degree,4/24/85,No,174,Married
Theft/Vandalism,4.897,No,159,1000,"10,000-49,999",Female,Post-undergraduate degree,11/2/08,No,23,Unmarried
Theft/Vandalism,4.243,No,86,1000,"< 2,500",Male,Did not complete high school,9/29/07,No,17,Unmarried
Water damage,27.56,No,253,1000,"2,500-9,999",Female,Some college,6/1/02,No,33,Married
Wind/Hail,25.216,No,640,2000,"2,500-9,999",Female,College degree,7/16/04,No,41,Married
Wind/Hail,5.905,No,131,2000,"50,000-249,999",Male,College degree,4/21/96,Yes,48,Married
Theft/Vandalism,8.863,No,197,1000,"10,000-49,999",Female,College degree,8/26/74,Yes,44,Unmarried
Water damage,25.64,No,235,1000,"> 250,000",Female,High school degree,9/12/02,No,32,Married
Theft/Vandalism,41.037,No,739,2000,"10,000-49,999",Male,Post-undergraduate degree,3/29/03,No,263,Married
Theft/Vandalism,9.25995,Yes,164,1000,"10,000-49,999",Female,High school degree,5/18/06,No,49,Unmarried
Theft/Vandalism,54.215,No,1048,3000,"50,000-249,999",Female,High school degree,5/9/88,No,128,Unmarried
Theft/Vandalism,27.727,No,493,1000,"50,000-249,999",Male,Some college,7/30/08,No,24,Unmarried
Fire/Smoke,39.354,No,92,1000,"50,000-249,999",Female,College degree,4/29/05,No,83,Unmarried
Wind/Hail,18.079,No,413,2000,"< 2,500",Female,Some college,8/9/05,No,37,Unmarried
Contamination,82,Yes,82,1000,"> 250,000",Female,Did not complete high school,3/4/03,No,31,Unmarried
Fire/Smoke,422.342,No,1061,3000,"< 2,500",Male,High school degree,10/8/75,No,197,Married
Fire/Smoke,118,Yes,118,500,"10,000-49,999",Female,College degree,4/12/01,No,47,Married
Fire/Smoke,65.878,No,156,1000,"2,500-9,999",Male,High school degree,9/3/99,No,61,Unmarried
Theft/Vandalism,37.088,No,267,1000,"2,500-9,999",Male,College degree,11/13/02,No,170,Unmarried
Wind/Hail,19.434,No,268,3000,"> 250,000",Female,Post-undergraduate degree,3/16/05,No,69,Married
Fire/Smoke,989,No,989,3000,"2,500-9,999",Male,Some college,5/18/84,No,310,Married
Water damage,122.017,No,1245,3000,"> 250,000",Male,Did not complete high school,12/2/92,No,221,Married
Wind/Hail,6.892,No,89,1000,"10,000-49,999",Male,High school degree,10/20/99,No,31,Unmarried
Water damage,6.792,No,67,100,"2,500-9,999",Male,Post-undergraduate degree,11/29/81,Yes,66,Married
Water damage,17.531,No,158,1000,"10,000-49,999",Female,Post-undergraduate degree,2/17/95,No,128,Married
Wind/Hail,8.556,No,138,1000,"> 250,000",Female,High school degree,9/5/07,No,41,Unmarried
Wind/Hail,4.496,No,60,1000,"> 250,000",Male,High school degree,5/6/08,No,28,Unmarried
Theft/Vandalism,13.119,No,249,3000,"50,000-249,999",Male,High school degree,12/15/93,No,62,Unmarried
Theft/Vandalism,11.846,No,194,1000,"50,000-249,999",Female,Did not complete high school,5/18/86,No,67,Unmarried
Water damage,28.757,No,328,1000,"2,500-9,999",Male,Did not complete high school,1/30/93,No,65,Married
Water damage,2.791,No,85,1000,"< 2,500",Female,Did not complete high school,4/5/07,No,20,Unmarried
Theft/Vandalism,2.602,No,67,500,"2,500-9,999",Female,High school degree,7/31/04,No,52,Married
Theft/Vandalism,23.986,No,182,2000,"50,000-249,999",Female,College degree,5/29/05,No,104,Unmarried
Water damage,23.699,No,212,3000,"> 250,000",Female,Did not complete high school,1/19/87,No,118,Married
Wind/Hail,5.101,No,64,1000,"> 250,000",Female,High school degree,9/5/06,No,19,Unmarried
Fire/Smoke,97.051,No,246,1000,"10,000-49,999",Female,High school degree,4/12/07,No,50,Married
Wind/Hail,32.861,No,490,3000,"50,000-249,999",Female,Some college,8/26/07,No,47,Unmarried
Water damage,34.452,No,250,1000,"> 250,000",Male,High school degree,12/2/01,No,39,Married
Water damage,20.802,No,245,3000,"< 2,500",Female,High school degree,12/21/08,No,36,Unmarried
Theft/Vandalism,49.473,No,1085,3000,"50,000-249,999",Female,College degree,4/20/00,No,47,Married
Theft/Vandalism,20.094,No,292,1000,"50,000-249,999",Female,Post-undergraduate degree,4/20/01,No,75,Unmarried
Theft/Vandalism,14.722,No,256,1000,"< 2,500",Female,High school degree,12/1/00,No,44,Married
Fire/Smoke,32.532,No,87,500,"> 250,000",Female,Post-undergraduate degree,2/1/05,No,30,Married
Fire/Smoke,516.897,No,1141,3000,"2,500-9,999",Female,Some college,8/2/76,No,348,Married
Fire/Smoke,102.869,No,262,3000,"2,500-9,999",Female,High school degree,6/8/78,No,126,Unmarried
Water damage,6.765,No,68,1000,"50,000-249,999",Male,High school degree,9/10/94,Yes,14,Married
Theft/Vandalism,3.01455,Yes,78,500,"10,000-49,999",Female,High school degree,1/24/99,No,104,Married
Theft/Vandalism,6.582,No,129,1000,"2,500-9,999",Female,High school degree,1/3/08,No,16,Unmarried
Theft/Vandalism,2.485,No,70,1000,"< 2,500",Male,Post-undergraduate degree,11/8/06,No,26,Unmarried
Wind/Hail,13.8852,Yes,255,1000,"2,500-9,999",Male,Did not complete high school,7/5/04,No,28,Married
Fire/Smoke,420,No,420,2000,"< 2,500",Male,High school degree,9/21/98,No,91,Married
Fire/Smoke,196,No,196,2000,"2,500-9,999",Male,Did not complete high school,10/29/85,No,87,Married
Theft/Vandalism,6.375,No,122,1000,"50,000-249,999",Male,High school degree,8/19/94,No,42,Unmarried
Fire/Smoke,103,No,103,500,"> 250,000",Male,High school degree,6/7/07,No,27,Unmarried
Water damage,102.068,No,301,3000,"10,000-49,999",Female,Some college,3/12/05,No,124,Married
Contamination,738,Yes,738,1000,"2,500-9,999",Female,High school degree,7/28/06,No,23,Unmarried
Theft/Vandalism,26.791,No,409,3000,"2,500-9,999",Female,Some college,10/20/88,No,120,Married
Theft/Vandalism,9.05205,Yes,180,1000,"10,000-49,999",Male,College degree,7/5/96,No,78,Unmarried
Fire/Smoke,124.414,No,305,3000,"10,000-49,999",Female,Some college,7/16/82,No,236,Married
Water damage,23.754,No,210,3000,"2,500-9,999",Male,High school degree,9/19/97,No,52,Married
Theft/Vandalism,66.51,No,433,3000,"50,000-249,999",Female,Some college,2/7/00,Yes,14,Unmarried
Wind/Hail,2.858,No,69,3000,"2,500-9,999",Male,Did not complete high school,8/26/94,No,51,Married
Fire/Smoke,154,No,154,500,"10,000-49,999",Male,High school degree,2/26/02,No,43,Married
Theft/Vandalism,3.651,No,169,3000,"50,000-249,999",Male,Did not complete high school,10/1/07,No,25,Unmarried
Wind/Hail,6.234,No,96,2000,"50,000-249,999",Female,College degree,5/11/99,No,41,Unmarried
Fire/Smoke,92.726,No,245,2000,"10,000-49,999",Female,High school degree,9/6/97,No,57,Unmarried
Theft/Vandalism,2.282,No,80,1000,"< 2,500",Male,College degree,3/23/01,Yes,41,Unmarried
Water damage,20.0424,Yes,172,1000,"10,000-49,999",Female,College degree,2/23/88,No,142,Married
Theft/Vandalism,6.783,No,71,500,"< 2,500",Male,Some college,1/29/02,No,57,Unmarried
Theft/Vandalism,2.62,No,70,1000,"> 250,000",Female,Some college,5/7/66,Yes,73,Unmarried
Theft/Vandalism,9.203,No,156,3000,"> 250,000",Female,Post-undergraduate degree,12/3/95,No,65,Unmarried
Water damage,9.398,No,99,1000,"50,000-249,999",Male,College degree,12/21/03,No,57,Unmarried
Theft/Vandalism,4.995,No,100,1000,"> 250,000",Female,High school degree,8/25/05,No,37,Married
Water damage,24.273,No,215,1000,"50,000-249,999",Female,College degree,10/26/03,No,82,Married
Theft/Vandalism,12.838,No,219,3000,"10,000-49,999",Male,Some college,5/24/07,No,42,Unmarried
Contamination,177,No,177,1000,"10,000-49,999",Female,College degree,3/4/02,No,67,Unmarried
Wind/Hail,6.695,No,80,500,"< 2,500",Female,Some college,5/18/05,No,88,Married
Water damage,20.576,No,165,3000,"50,000-249,999",Male,Did not complete high school,2/17/72,Yes,19,Married
Contamination,110.637,No,318,1000,"> 250,000",Female,Some college,3/3/96,No,49,Unmarried
Wind/Hail,14.136,No,211,1000,"< 2,500",Female,High school degree,6/27/96,No,43,Unmarried
Contamination,86.588,No,211,1000,"10,000-49,999",Male,Some college,1/28/00,No,74,Married
Theft/Vandalism,9.962,No,149,1000,"2,500-9,999",Female,College degree,3/21/04,No,55,Married
Theft/Vandalism,3.534,No,69,2000,"> 250,000",Male,Some college,4/7/86,Yes,16,Unmarried
Contamination,138,No,138,1000,"10,000-49,999",Male,Some college,4/9/05,No,34,Unmarried
Water damage,6.505,No,93,2000,"2,500-9,999",Female,High school degree,7/15/00,No,52,Unmarried
Theft/Vandalism,13.512,No,196,1000,"> 250,000",Female,Did not complete high school,2/9/05,No,24,Married
Wind/Hail,159.238,No,3135,3000,"> 250,000",Female,Some college,4/9/80,No,236,Married
Fire/Smoke,154,No,154,1000,"> 250,000",Male,Did not complete high school,8/18/93,No,54,Married
Contamination,251.491,No,665,3000,"10,000-49,999",Female,College degree,6/5/05,No,65,Married
Wind/Hail,6.409,No,108,3000,"2,500-9,999",Female,Some college,3/17/07,No,51,Married
Wind/Hail,7.444,No,122,3000,"2,500-9,999",Male,High school degree,8/20/85,Yes,47,Married
Wind/Hail,6.665,No,187,1000,"10,000-49,999",Male,High school degree,12/1/08,No,15,Unmarried
Theft/Vandalism,8.247,No,192,1000,"10,000-49,999",Female,Some college,7/18/98,No,82,Married
Wind/Hail,36.039,No,840,1000,"< 2,500",Male,Post-undergraduate degree,4/16/97,No,219,Married
Fire/Smoke,416.521,No,1004,3000,"50,000-249,999",Female,Did not complete high school,1/6/92,No,85,Unmarried
Wind/Hail,4.979,No,147,3000,"< 2,500",Male,Did not complete high school,11/23/96,No,98,Married
Theft/Vandalism,3.203,No,54,1000,"> 250,000",Female,High school degree,12/26/01,Yes,16,Married
Theft/Vandalism,8.575,No,174,3000,"> 250,000",Female,College degree,10/13/08,No,33,Unmarried
Theft/Vandalism,7.988,No,159,1000,"50,000-249,999",Male,Did not complete high school,10/11/90,No,58,Married
Water damage,14.778,No,118,1000,"50,000-249,999",Female,High school degree,3/6/92,No,95,Married
Contamination,83.304,No,206,1000,"50,000-249,999",Female,High school degree,10/31/03,No,29,Married
Theft/Vandalism,7.324,No,145,1000,"50,000-249,999",Female,Post-undergraduate degree,1/6/04,No,95,Married
Theft/Vandalism,34.6101,Yes,563,3000,"10,000-49,999",Male,College degree,7/22/82,Yes,56,Married
Contamination,187.106,No,473,3000,"10,000-49,999",Male,Some college,7/14/91,No,111,Married
Theft/Vandalism,15.293,No,356,3000,"50,000-249,999",Male,College degree,11/3/07,No,39,Unmarried
Wind/Hail,31.284,No,222,1000,"> 250,000",Male,Some college,10/12/88,No,74,Married
Theft/Vandalism,2.192,No,129,1000,"2,500-9,999",Female,Did not complete high school,11/5/89,No,75,Married
Wind/Hail,146.1,No,1037,3000,"2,500-9,999",Male,High school degree,5/10/87,Yes,27,Unmarried
Theft/Vandalism,3.41355,Yes,110,1000,"> 250,000",Male,Some college,6/17/08,No,51,Married
Fire/Smoke,157.734,No,387,2000,"> 250,000",Male,High school degree,5/30/90,No,72,Married
Theft/Vandalism,5.5671,Yes,126,1000,"< 2,500",Female,Some college,1/2/08,No,24,Married
Water damage,7.572,No,70,1000,"2,500-9,999",Female,College degree,4/7/08,No,26,Unmarried
Contamination,165.386,No,403,2000,"2,500-9,999",Female,High school degree,6/25/83,No,276,Married
Fire/Smoke,47.867,No,131,1000,"50,000-249,999",Male,Some college,8/6/05,No,19,Unmarried
Fire/Smoke,173,No,173,1000,"50,000-249,999",Female,High school degree,4/28/86,No,199,Married
Theft/Vandalism,10.985,No,192,1000,"< 2,500",Female,Some college,4/15/92,No,52,Unmarried
Wind/Hail,16.603,No,388,1000,"10,000-49,999",Male,Some college,1/16/00,No,65,Married
Fire/Smoke,226,No,226,1000,"> 250,000",Male,Did not complete high school,9/14/76,No,290,Unmarried
Theft/Vandalism,21.97125,Yes,456,1000,"2,500-9,999",Male,Post-undergraduate degree,8/16/03,No,190,Married
Contamination,116,No,116,1000,"50,000-249,999",Female,High school degree,6/11/02,No,20,Married
Water damage,68.556,No,217,3000,"< 2,500",Male,Some college,4/7/97,No,49,Unmarried
Theft/Vandalism,35.8029,Yes,483,3000,"> 250,000",Female,College degree,10/2/05,No,79,Unmarried
Wind/Hail,17.1633,Yes,433,1000,"50,000-249,999",Male,College degree,1/4/07,No,56,Married
Fire/Smoke,56.103,No,147,1000,"10,000-49,999",Male,Did not complete high school,3/27/81,Yes,57,Married
Fire/Smoke,30.779,No,95,2000,"> 250,000",Female,Did not complete high school,4/21/76,Yes,19,Unmarried
Water damage,88.52,No,1080,3000,"10,000-49,999",Male,Some college,12/4/79,No,201,Unmarried
Contamination,89.796,No,222,2000,"> 250,000",Female,Some college,6/25/68,Yes,36,Married
Fire/Smoke,123.63855,Yes,297,3000,"> 250,000",Female,High school degree,4/23/05,No,69,Married
Contamination,159.923,No,403,3000,"50,000-249,999",Male,Did not complete high school,10/24/92,No,56,Unmarried
Fire/Smoke,26.188,No,77,1000,"50,000-249,999",Female,High school degree,1/18/98,No,91,Unmarried
Theft/Vandalism,14.2674,Yes,305,1000,"50,000-249,999",Female,High school degree,6/1/00,No,32,Married
Theft/Vandalism,11.158,No,156,3000,"2,500-9,999",Female,Some college,11/21/08,No,42,Unmarried
Wind/Hail,12.368,No,228,1000,"2,500-9,999",Male,Some college,9/13/04,No,63,Unmarried
Water damage,18.3078,Yes,161,1000,"10,000-49,999",Female,Post-undergraduate degree,3/4/97,No,20,Unmarried
Wind/Hail,2.538,No,57,500,"> 250,000",Female,High school degree,3/7/96,Yes,9,Unmarried
Fire/Smoke,126.651,No,297,1000,"50,000-249,999",Male,High school degree,8/21/79,Yes,56,Unmarried
Wind/Hail,17.694,No,320,3000,"50,000-249,999",Male,Did not complete high school,5/11/02,No,32,Married
Wind/Hail,7.0308,Yes,94,2000,"10,000-49,999",Female,Some college,10/15/08,No,36,Married
Contamination,114,No,114,1000,"> 250,000",Female,Some college,4/4/98,No,47,Unmarried
Fire/Smoke,107.422,No,265,3000,"< 2,500",Female,College degree,8/28/03,No,55,Unmarried
Contamination,86,No,86,1000,"10,000-49,999",Female,Some college,7/2/96,No,49,Married
Wind/Hail,21.036,No,331,3000,"10,000-49,999",Male,High school degree,4/14/05,No,29,Married
Theft/Vandalism,4.441,No,93,1000,"> 250,000",Male,Post-undergraduate degree,5/2/99,No,32,Unmarried
Theft/Vandalism,4.517,No,133,1000,"50,000-249,999",Female,Some college,8/10/79,Yes,49,Unmarried
Fire/Smoke,156.716,No,374,3000,"2,500-9,999",Female,College degree,2/16/07,No,68,Unmarried
Wind/Hail,32.032,No,768,3000,"10,000-49,999",Female,Post-undergraduate degree,3/2/06,No,36,Unmarried
Fire/Smoke,457,No,457,3000,"10,000-49,999",Female,Did not complete high school,6/18/01,No,33,Married
Theft/Vandalism,7.4781,Yes,123,3000,"10,000-49,999",Male,College degree,1/14/02,No,111,Unmarried
Fire/Smoke,57.69,No,135,3000,"50,000-249,999",Male,High school degree,9/11/05,No,56,Unmarried
Wind/Hail,5.543,No,67,200,"> 250,000",Male,Some college,5/17/08,No,23,Unmarried
Wind/Hail,3.859,No,106,3000,"50,000-249,999",Male,College degree,8/29/79,Yes,86,Unmarried
Water damage,17.736,No,102,1000,"2,500-9,999",Male,High school degree,9/17/07,No,18,Married
Theft/Vandalism,2.529,No,91,2000,"10,000-49,999",Male,Did not complete high school,7/31/00,No,28,Unmarried
